Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/599962      std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_get_insert_unique_pos(int const&) [398]
                0.00    0.00       1/599962      std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::begin() [399]
                0.00    0.00   50000/599962      std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, unsigned int> >*) [70]
                0.00    0.00   50000/599962      std::_Rb_tree_const_iterator<std::pair<int const, unsigned int> >::_M_const_cast() const [228]
                0.00    0.00  249980/599962      std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::end() [147]
                0.00    0.00  249980/599962      std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, unsigned int> >*, std::_Rb_tree_node_base*, int const&) [23]
[106]    0.0    0.00    0.00  599962         std::_Rb_tree_iterator<std::pair<int const, unsigned int> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [106]
-----------------------------------------------
                0.00    0.00  549960/549960      std::_Rb_tree_node<std::pair<int const, unsigned int> >::_M_valptr() [109]
[107]    0.0    0.00    0.00  549960         __gnu_cxx::__aligned_membuf<std::pair<int const, unsigned int> >::_M_ptr() [107]
                0.00    0.00  549960/549960      __gnu_cxx::__aligned_membuf<std::pair<int const, unsigned int> >::_M_addr() [108]
-----------------------------------------------
                0.00    0.00  549960/549960      __gnu_cxx::__aligned_membuf<std::pair<int const, unsigned int> >::_M_ptr() [107]
[108]    0.0    0.00    0.00  549960         __gnu_cxx::__aligned_membuf<std::pair<int const, unsigned int> >::_M_addr() [108]
-----------------------------------------------
                0.00    0.00   50000/549960      std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int const, unsigned int> >*) [266]
                0.00    0.00   50000/549960      void std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<int const, unsigned int> >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [267]
                0.00    0.00  449960/549960      std::_Rb_tree_iterator<std::pair<int const, unsigned int> >::operator*() const [114]
[109]    0.0    0.00    0.00  549960         std::_Rb_tree_node<std::pair<int const, unsigned int> >::_M_valptr() [109]
                0.00    0.00  549960/549960      __gnu_cxx::__aligned_membuf<std::pair<int const, unsigned int> >::_M_ptr() [107]
-----------------------------------------------
                0.00    0.00  100000/499980      std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::~_Rb_tree() [47]
                0.00    0.00  399980/499980      std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_unique_pos(int const&) [25]
[110]    0.0    0.00    0.00  499980         std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_begin() [110]
-----------------------------------------------
                0.00    0.00  499960/499960      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul> >(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&, std::uniform_real_distribution<double>::param_type const&) [145]
[111]    0.0    0.00    0.00  499960         std::uniform_real_distribution<double>::param_type::a() const [111]
-----------------------------------------------
                0.00    0.00       1/449980      std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int const, unsigned int> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<int const, unsigned int> >*&, std::_Rb_tree_node_base*&) [384]
                0.00    0.00   49999/449980      std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base* const&, std::_Rb_tree_node_base*&) [271]
                0.00    0.00  399980/449980      std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int const, double> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<int const, double> >*&, std::_Rb_tree_node_base*&) [119]
[112]    0.0    0.00    0.00  449980         std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [112]
-----------------------------------------------
                0.00    0.00  449980/449980      Network::writeAdjlist(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) const [26]
[113]    0.0    0.00    0.00  449980         std::operator!=(std::_Rb_tree_iterator<std::pair<int const, double> > const&, std::_Rb_tree_iterator<std::pair<int const, double> > const&) [113]
-----------------------------------------------
                0.00    0.00   50000/449960      std::map<int, unsigned int, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::operator[](int const&) [43]
                0.00    0.00  399960/449960      std::map<int, unsigned int, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::operator[](int&&) [24]
[114]    0.0    0.00    0.00  449960         std::_Rb_tree_iterator<std::pair<int const, unsigned int> >::operator*() const [114]
                0.00    0.00  449960/549960      std::_Rb_tree_node<std::pair<int const, unsigned int> >::_M_valptr() [109]
-----------------------------------------------
                0.00    0.00  399980/399980      void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, double> > > >::construct<std::pair<int const, double>, std::pair<int, double> >(std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >&, std::pair<int const, double>*, std::pair<int, double>&&) [116]
[115]    0.0    0.00    0.00  399980         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, double> > >::construct<std::pair<int const, double>, std::pair<int, double> >(std::pair<int const, double>*, std::pair<int, double>&&) [115]
                0.00    0.00  399980/2399880     std::pair<int, double>&& std::forward<std::pair<int, double> >(std::remove_reference<std::pair<int, double> >::type&) [89]
                0.00    0.00  399980/1699920     operator new(unsigned long, void*) [92]
                0.00    0.00  399980/399980      std::pair<int const, double>::pair<int, double, true>(std::pair<int, double>&&) [118]
-----------------------------------------------
                0.00    0.00  399980/399980      void std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_construct_node<std::pair<int, double> >(std::_Rb_tree_node<std::pair<int const, double> >*, std::pair<int, double>&&) [49]
[116]    0.0    0.00    0.00  399980         void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, double> > > >::construct<std::pair<int const, double>, std::pair<int, double> >(std::allocator<std::_Rb_tree_node<std::pair<int const, double> > >&, std::pair<int const, double>*, std::pair<int, double>&&) [116]
                0.00    0.00  399980/2399880     std::pair<int, double>&& std::forward<std::pair<int, double> >(std::remove_reference<std::pair<int, double> >::type&) [89]
                0.00    0.00  399980/399980      void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, double> > >::construct<std::pair<int const, double>, std::pair<int, double> >(std::pair<int const, double>*, std::pair<int, double>&&) [115]
-----------------------------------------------
                0.00    0.00  399980/399980      Network::writeAdjlist(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) const [26]
[117]    0.0    0.00    0.00  399980         std::_Rb_tree_iterator<std::pair<int const, double> >::operator++() [117]
-----------------------------------------------
                0.00    0.00  399980/399980      void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, double> > >::construct<std::pair<int const, double>, std::pair<int, double> >(std::pair<int const, double>*, std::pair<int, double>&&) [115]
[118]    0.0    0.00    0.00  399980         std::pair<int const, double>::pair<int, double, true>(std::pair<int, double>&&) [118]
                0.00    0.00  399980/399980      int&& std::forward<int>(std::remove_reference<int>::type&) [129]
                0.00    0.00  399980/399980      double&& std::forward<double>(std::remove_reference<double>::type&) [128]
-----------------------------------------------
                0.00    0.00  399980/399980      std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_unique_pos(int const&) [25]
[119]    0.0    0.00    0.00  399980         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int const, double> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<int const, double> >*&, std::_Rb_tree_node_base*&) [119]
                0.00    0.00  399980/399980      std::_Rb_tree_node<std::pair<int const, double> >*& std::forward<std::_Rb_tree_node<std::pair<int const, double> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<int const, double> >*&>::type&) [123]
                0.00    0.00  399980/449980      std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [112]
-----------------------------------------------
                0.00    0.00  399980/399980      std::pair<std::_Rb_tree_iterator<std::pair<int const, double> >, bool> std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_emplace_unique<std::pair<int, double> >(std::pair<int, double>&&) [20]
[120]    0.0    0.00    0.00  399980         std::pair<std::_Rb_tree_iterator<std::pair<int const, double> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int const, double> >, bool, true>(std::_Rb_tree_iterator<std::pair<int const, double> >&&, bool&&) [120]
                0.00    0.00  399980/399980      std::_Rb_tree_iterator<std::pair<int const, double> >&& std::forward<std::_Rb_tree_iterator<std::pair<int const, double> > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<int const, double> > >::type&) [126]
                0.00    0.00  399980/399980      bool&& std::forward<bool>(std::remove_reference<bool>::type&) [127]
-----------------------------------------------
                0.00    0.00  399980/399980      Node::addConnection(int, double) [18]
[121]    0.0    0.00    0.00  399980         std::pair<int, double>::pair<int&, double&, true>(int&, double&) [121]
                0.00    0.00  399980/399980      int& std::forward<int&>(std::remove_reference<int&>::type&) [125]
                0.00    0.00  399980/399980      double& std::forward<double&>(std::remove_reference<double&>::type&) [124]
-----------------------------------------------
                0.00    0.00  399980/399980      std::_Rb_tree_node<std::pair<int const, double> >* std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_copy<std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Alloc_node>(std::_Rb_tree_node<std::pair<int const, double> > const*, std::_Rb_tree_node_base*, std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Alloc_node&) [31]
[122]    0.0    0.00    0.00  399980         std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_S_left(std::_Rb_tree_node_base const*) [122]
-----------------------------------------------
                0.00    0.00  399980/399980      std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int const, double> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<int const, double> >*&, std::_Rb_tree_node_base*&) [119]
[123]    0.0    0.00    0.00  399980         std::_Rb_tree_node<std::pair<int const, double> >*& std::forward<std::_Rb_tree_node<std::pair<int const, double> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<int const, double> >*&>::type&) [123]
-----------------------------------------------
                0.00    0.00  399980/399980      std::pair<int, double>::pair<int&, double&, true>(int&, double&) [121]
[124]    0.0    0.00    0.00  399980         double& std::forward<double&>(std::remove_reference<double&>::type&) [124]
-----------------------------------------------
                0.00    0.00  399980/399980      std::pair<int, double>::pair<int&, double&, true>(int&, double&) [121]
[125]    0.0    0.00    0.00  399980         int& std::forward<int&>(std::remove_reference<int&>::type&) [125]
-----------------------------------------------
                0.00    0.00  399980/399980      std::pair<std::_Rb_tree_iterator<std::pair<int const, double> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int const, double> >, bool, true>(std::_Rb_tree_iterator<std::pair<int const, double> >&&, bool&&) [120]
[126]    0.0    0.00    0.00  399980         std::_Rb_tree_iterator<std::pair<int const, double> >&& std::forward<std::_Rb_tree_iterator<std::pair<int const, double> > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<int const, double> > >::type&) [126]
-----------------------------------------------
                0.00    0.00  399980/399980      std::pair<std::_Rb_tree_iterator<std::pair<int const, double> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int const, double> >, bool, true>(std::_Rb_tree_iterator<std::pair<int const, double> >&&, bool&&) [120]
[127]    0.0    0.00    0.00  399980         bool&& std::forward<bool>(std::remove_reference<bool>::type&) [127]
-----------------------------------------------
                0.00    0.00  399980/399980      std::pair<int const, double>::pair<int, double, true>(std::pair<int, double>&&) [118]
[128]    0.0    0.00    0.00  399980         double&& std::forward<double>(std::remove_reference<double>::type&) [128]
-----------------------------------------------
                0.00    0.00  399980/399980      std::pair<int const, double>::pair<int, double, true>(std::pair<int, double>&&) [118]
[129]    0.0    0.00    0.00  399980         int&& std::forward<int>(std::remove_reference<int>::type&) [129]
-----------------------------------------------
                0.00    0.00       1/349981      std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_get_insert_unique_pos(int const&) [398]
                0.00    0.00   50000/349981      std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, unsigned int> >, int const&) [71]
                0.00    0.00   50000/349981      std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, unsigned int> >*) [70]
                0.00    0.00  249980/349981      std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::lower_bound(int const&) [22]
[130]    0.0    0.00    0.00  349981         std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_end() [130]
-----------------------------------------------
                0.00    0.00   50001/299976      Network::~Network() [62]
                0.00    0.00  249975/299976      void Network::initEdgesBianconiBarabasi<std::uniform_real_distribution<double> >(std::uniform_real_distribution<double>&, int) [2]
[131]    0.0    0.00    0.00  299976         bool __gnu_cxx::operator!=<Node**, std::vector<Node*, std::allocator<Node*> > >(__gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > > const&, __gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > > const&) [131]
                0.00    0.00  599952/799932      __gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >::base() const [104]
-----------------------------------------------
                0.00    0.00  299973/299973      std::allocator<Node*>::~allocator() [133]
[132]    0.0    0.00    0.00  299973         __gnu_cxx::new_allocator<Node*>::~new_allocator() [132]
-----------------------------------------------
                0.00    0.00       1/299973      Network::Network(int) [44]
                0.00    0.00   49995/299973      void Network::initEdgesBianconiBarabasi<std::uniform_real_distribution<double> >(std::uniform_real_distribution<double>&, int) [2]
                0.00    0.00   49995/299973      std::vector<Node*, std::allocator<Node*> > randomChoice<Node*>(std::vector<Node*, std::allocator<Node*> > const&, int, std::vector<double, std::allocator<double> >) [3]
                0.00    0.00   99991/299973      std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl::~_Vector_impl() [195]
                0.00    0.00   99991/299973      std::vector<Node*, std::allocator<Node*> >::_S_check_init_len(unsigned long, std::allocator<Node*> const&) [203]
[133]    0.0    0.00    0.00  299973         std::allocator<Node*>::~allocator() [133]
                0.00    0.00  299973/299973      __gnu_cxx::new_allocator<Node*>::~new_allocator() [132]
-----------------------------------------------
                0.00    0.00   10000/259980      main [1]
                0.00    0.00  249980/259980      double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul> >(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [150]
[134]    0.0    0.00    0.00  259980         std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::operator()() [134]
                0.00    0.00     834/834         std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::_M_gen_rand() [325]
-----------------------------------------------
                0.00    0.00   50000/250000      std::_Rb_tree_iterator<std::pair<int const, unsigned int> > std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, unsigned int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [68]
                0.00    0.00   50000/250000      std::_Rb_tree_node<std::pair<int const, unsigned int> >* std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [265]
                0.00    0.00   50000/250000      void std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<int const, unsigned int> >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [267]
                0.00    0.00   50000/250000      void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > > >::construct<std::pair<int const, unsigned int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > >&, std::pair<int const, unsigned int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [240]
                0.00    0.00   50000/250000      void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > >::construct<std::pair<int const, unsigned int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, unsigned int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [223]
[135]    0.0    0.00    0.00  250000         std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [135]
-----------------------------------------------
                0.00    0.00   50000/250000      std::_Rb_tree_iterator<std::pair<int const, unsigned int> > std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, unsigned int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [68]
                0.00    0.00   50000/250000      std::_Rb_tree_node<std::pair<int const, unsigned int> >* std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [265]
                0.00    0.00   50000/250000      void std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<int const, unsigned int> >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [267]
                0.00    0.00   50000/250000      void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > > >::construct<std::pair<int const, unsigned int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > >&, std::pair<int const, unsigned int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [240]
                0.00    0.00   50000/250000      void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > >::construct<std::pair<int const, unsigned int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, unsigned int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [223]
[136]    0.0    0.00    0.00  250000         std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [136]
-----------------------------------------------
                0.00    0.00   50000/250000      std::_Rb_tree_iterator<std::pair<int const, unsigned int> > std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, unsigned int> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [68]
                0.00    0.00   50000/250000      std::_Rb_tree_node<std::pair<int const, unsigned int> >* std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [265]
                0.00    0.00   50000/250000      void std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<int const, unsigned int> >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [267]
                0.00    0.00   50000/250000      void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > > >::construct<std::pair<int const, unsigned int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > >&, std::pair<int const, unsigned int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [240]
                0.00    0.00   50000/250000      void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, unsigned int> > >::construct<std::pair<int const, unsigned int>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::pair<int const, unsigned int>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [223]
[137]    0.0    0.00    0.00  250000         std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [137]
-----------------------------------------------
                0.00    0.00       1/249982      std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::~_Rb_tree() [75]
                0.00    0.00       1/249982      std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_get_insert_unique_pos(int const&) [398]
                0.00    0.00  249980/249982      std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::lower_bound(int const&) [22]
[138]    0.0    0.00    0.00  249982         std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_begin() [138]
-----------------------------------------------
                0.00    0.00       1/249981      std::_Rb_tree<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::_M_get_insert_unique_pos(int const&) [398]
                0.00    0.00   50000/249981      std::map<int, unsigned int, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::operator[](int const&) [43]
                0.00    0.00  199980/249981      std::map<int, unsigned int, std::less<int>, std::allocator<std::pair<int const, unsigned int> > >::operator[](int&&) [24]
[139]    0.0    0.00    0.00  249981         std::operator==(std::_Rb_tree_iterator<std::pair<int const, unsigned int> > const&, std::_Rb_tree_iterator<std::pair<int const, unsigned int> > const&) [139]
-----------------------------------------------
                0.00    0.00   50000/249980      Network::~Network() [62]
                0.00    0.00  199980/249980      void Network::initEdgesBianconiBarabasi<std::uniform_real_distribution<double> >(std::uniform_real_distribution<double>&, int) [2]
[140]    0.0    0.00    0.00  249980         __gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >::operator++() [140]
-----------------------------------------------
                0.00    0.00   50000/249980      Network::~Network() [62]
                0.00    0.00  199980/249980      void Network::initEdgesBianconiBarabasi<std::uniform_real_distribution<double> >(std::uniform_real_distribution<double>&, int) [2]
[141]    0.0    0.00    0.00  249980         __gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >::operator*() const [141]
-----------------------------------------------
